------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\accuweather.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\accuweather.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\accuweather.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\aiception.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\aiception.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\aiception.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\azuresearch.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\azuresearch.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\azuresearch.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\box.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
             L2.2 LIMIT CONSISTENCY CONFLICT: in Individual>/files/content>post>requests ('10 per 1/second' and '4 per 1/second')
             L2.3 AMBIGUITY CONFLICT: in  Individual>/files/content>post>requests ('10 per 1/second' and '4 per 1/second')
         NOK LIMITATION VALIDITY in Individual>/files/content>post>requests (l0='50000 per 1/day'; l1='10 per 1/second'; l2='4 per 1/second'; ) NOK
           everyLimitIsValid=true
           !existsConsistencyConflicts=false
           !existsAmbiguityConflicts=false
       NOK PLAN VALIDITY in (Individual) NOK
         everyLimitationIsValid=false
         !existsConsistencyConflicts=true
         !existsRelatedMetricConsistencyConflict=true
             L4.2 COST CONSISTENCY CONFLICT in plan 'Individual'|'Starter' in >rates>/files/upload_sessions/{SESSION_ID}>get>requests ('60 per 1/minute' > '12 per 1/minute' AND NOT '0 >= 4.5')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Individual'|'Starter' in >rates>/files/upload_sessions/{SESSION_ID}/parts>get>requests ('60 per 1/minute' > '12 per 1/minute' AND NOT '0 >= 4.5')
  UNUSED METRIC 'users'
     NOK PRICING VALIDITY NOK
       everyPlanIsValid=false
       !existsCostConsistencyConflicts=false
VALIDITY ERROR in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\box.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\box.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\clarifai.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\flightstats.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\flightstats.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\fullcontact.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'globalRequests'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\fullcontact.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\fullcontact.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\georanker.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/account/info.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/account/info.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/account/settings.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/account/settings.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/api/blognews.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/api/blognews.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/api/changelog.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/api/changelog.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/api/login.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/api/login.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/country/code.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/country/code.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/country/list.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/country/list.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/language/code.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/language/code.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/language/list.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/language/list.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/monitor/list.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/monitor/list.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/monitor/new.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/monitor/new.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/monitor/{id}>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/monitor/{id}>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/advertisers/{id}>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/advertisers/{id}>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/chart/{id}>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/chart/{id}>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/citations/{id}>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/citations/{id}>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/firstpage/{id}>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/firstpage/{id}>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/heatmap/{id}>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/heatmap/{id}>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/keywordprospecting/{id}>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/keywordprospecting/{id}>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/list.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/list.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/new.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/new.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/ranktracker/{id}>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/ranktracker/{id}>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/{id}>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/report/{id}>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/user/list.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/user/list.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/user/new.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/user/new.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/user/upgrade.json>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/user/upgrade.json>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/user/{id}>get>credits ('50000 per 1/month' > '120000 per 1/month' AND NOT '249 >= 99')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Agencies'|'Enterprises' in >quotas>/v1/user/{id}>get>locations ('50 per 1/month' > '100 per 1/month' AND NOT '249 >= 99')
  UNUSED METRIC 'requests'
  UNUSED METRIC 'globalRequests'
     NOK PRICING VALIDITY NOK
       everyPlanIsValid=true
       !existsCostConsistencyConflicts=false
VALIDITY ERROR in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\georanker.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\georanker.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\github.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
             L2.2 LIMIT CONSISTENCY CONFLICT: in Free>/legacy/issues/search/{owner}/{repository}/{state}/{keyword}>get>authenticatedRequests ('5000 per 1/hour' and '30 per 1/minute')
         NOK LIMITATION VALIDITY in Free>/legacy/issues/search/{owner}/{repository}/{state}/{keyword}>get>authenticatedRequests (l0='5000 per 1/hour'; l1='30 per 1/minute'; ) NOK
           everyLimitIsValid=true
           !existsConsistencyConflicts=false
           !existsAmbiguityConflicts=true
       NOK PLAN VALIDITY in (Free) NOK
         everyLimitationIsValid=false
         !existsConsistencyConflicts=true
         !existsRelatedMetricConsistencyConflict=true
  UNUSED METRIC 'globalRequests'
     NOK PRICING VALIDITY NOK
       everyPlanIsValid=false
       !existsCostConsistencyConflicts=true
VALIDITY ERROR in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\github.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\github.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\groupdocs.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'requests'
  UNUSED METRIC 'responseTime'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\groupdocs.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\groupdocs.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\here.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'globalRequests'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\here.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\here.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\htm2pdf.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
             L4.2 COST CONSISTENCY CONFLICT in plan 'Trial'|'PaidTrial' in >quotas>/urltopdf>get>requests ('100 per 1/month' > '50 per 1/month' AND NOT '0 >= 8.15')
  UNUSED METRIC 'globalRequests'
  UNUSED METRIC 'credits'
     NOK PRICING VALIDITY NOK
       everyPlanIsValid=true
       !existsCostConsistencyConflicts=false
VALIDITY ERROR in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\htm2pdf.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\htm2pdf.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\inconsistent-limitations.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
             L2.2 LIMIT CONSISTENCY CONFLICT: in Plan1>/method1>get>requests ('60 per 60/second' and '1 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Plan1>quotas>/method1>get>requests ('60 per 60/second') AND Plan1>rates>/method1>get>requests ('1 per 1/second')
       NOK PLAN VALIDITY in (Plan1) NOK
         everyLimitationIsValid=true
         !existsConsistencyConflicts=false
         !existsRelatedMetricConsistencyConflict=true
  UNDEFINED METRIC requests in Plan1>/method1>get>requests 
  UNDEFINED METRIC requests in Plan1>/method1>get>requests 
  UNUSED METRIC 'requesrs'
     NOK PRICING VALIDITY NOK
       everyPlanIsValid=false
       !existsCostConsistencyConflicts=true
VALIDITY ERROR in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\inconsistent-limitations.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\inconsistent-limitations.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\inconsistent-limits.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
             L2.2 LIMIT CONSISTENCY CONFLICT: in Plan1>/method1>get>requests ('60 per 60/second' and '1 per 1/second')
             L2.3 AMBIGUITY CONFLICT: in  Plan1>/method1>get>requests ('60 per 60/second' and '1 per 1/second')
         NOK LIMITATION VALIDITY in Plan1>/method1>get>requests (l0='60 per 60/second'; l1='1 per 1/second'; ) NOK
           everyLimitIsValid=true
           !existsConsistencyConflicts=false
           !existsAmbiguityConflicts=false
       NOK PLAN VALIDITY in (Plan1) NOK
         everyLimitationIsValid=false
         !existsConsistencyConflicts=true
         !existsRelatedMetricConsistencyConflict=true
  UNDEFINED METRIC requests in Plan1>/method1>get>requests 
  UNUSED METRIC 'requesrs'
     NOK PRICING VALIDITY NOK
       everyPlanIsValid=false
       !existsCostConsistencyConflicts=true
VALIDITY ERROR in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\inconsistent-limits.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\inconsistent-limits.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\lob.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'globalRquests'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\lob.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\lob.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\mailchimp.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
             L2.2 LIMIT CONSISTENCY CONFLICT: in Free>/templates/{template_id}/default-content>get>emailPerMonth ('1200000 per 1/month' and '190000 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Free>quotas>/templates/{template_id}/default-content>get>emailPerMonth ('1200000 per 1/month') AND Free>rates>/templates/{template_id}/default-content>get>emailPerMonth ('190000 per 1/month')
       NOK PLAN VALIDITY in (Free) NOK
         everyLimitationIsValid=true
         !existsConsistencyConflicts=false
         !existsRelatedMetricConsistencyConflict=true
  UNUSED METRIC 'globalRquests'
     NOK PRICING VALIDITY NOK
       everyPlanIsValid=false
       !existsCostConsistencyConflicts=true
VALIDITY ERROR in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\mailchimp.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\mailchimp.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\mailgun.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'globalRequests'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\mailgun.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\mailgun.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\mapillary.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'globalRquests'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\mapillary.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\mapillary.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\meaningcloud.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
             L2.2 LIMIT CONSISTENCY CONFLICT: in Free>/summarization-1.0>get>requests ('20000 per 1/second' and '2 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Free>quotas>/summarization-1.0>get>requests ('20000 per 1/second') AND Free>rates>/summarization-1.0>get>requests ('2 per 1/second')
       NOK PLAN VALIDITY in (Free) NOK
         everyLimitationIsValid=true
         !existsConsistencyConflicts=false
         !existsRelatedMetricConsistencyConflict=true
             L4.2 COST CONSISTENCY CONFLICT in plan 'Free'|'Start-Up' in >quotas>/summarization-1.0>get>requests ('20000 per 1/second' > '5 per 1/second' AND NOT '0 >= 99')
  UNDEFINED METRIC globalRequests in Free>/documentstructure-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/parser-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/reputation-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/clustering-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/lang-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/sentiment-2.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/class-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/topics-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/deepcategorization-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/documentstructure-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/parser-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/reputation-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/clustering-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/lang-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/sentiment-2.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/class-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/topics-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/deepcategorization-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/documentstructure-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/parser-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/reputation-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/clustering-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/lang-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/sentiment-2.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/class-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/topics-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/deepcategorization-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/documentstructure-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/parser-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/reputation-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/clustering-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/lang-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/sentiment-2.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/class-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/topics-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/deepcategorization-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/documentstructure-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/parser-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/reputation-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/clustering-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/lang-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/sentiment-2.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/class-1.1>get>globalRequests 
